year,brand,km_driven,mileage,engine,max_power,torque,seats,fuel_type,transmission,owner_count,price
2013,Maruti,63846,13.35,1725,120.8,222.2,6,Diesel,Manual,2,146107
2018,Maruti,133520,17.51,2173,64.9,256.4,7,Petrol,Automatic,2,67776
2009,Volkswagen,119182,29.48,1579,56.2,197.9,4,Petrol,Manual,2,30000
2016,Volkswagen,127436,22.57,873,164.9,132.3,4,Diesel,Automatic,2,161538
1996,Maruti,58417,13.47,1414,94.7,125.4,5,Diesel,Manual,3,149073
2016,Tata,81024,28.45,1489,160.2,333.6,5,Petrol,Manual,3,194207
1999,Volkswagen,77682,18.43,1787,176.2,173.7,6,CNG,Automatic,3,183815
2013,Toyota,75619,17.2,2718,123.7,69.5,6,Electric,Automatic,1,106966
1995,Toyota,157374,18.32,2147,199.7,377.3,5,Diesel,Automatic,2,217517
2001,Toyota,95613,19.43,2609,85.7,300.4,6,Electric,Manual,3,95100
2012,Renault,30843,16.95,839,162.2,298.0,7,Petrol,Manual,2,226742
1995,Ford,183788,13.68,1573,104.8,216.5,4,Electric,Manual,3,94651
1995,Mahindra,143334,12.94,2528,123.5,399.2,5,Diesel,Manual,3,152910
2001,Ford,6072,20.62,2377,68.5,399.6,6,Petrol,Manual,2,77324
2022,Renault,196473,14.7,1106,162.1,207.5,4,Diesel,Manual,1,148368
2011,Volkswagen,62774,27.75,1934,56.0,72.6,5,Electric,Automatic,2,52301
2019,Renault,167237,28.17,2541,124.9,254.2,4,Petrol,Automatic,3,129666
2000,Ford,29363,16.68,2446,194.7,182.9,5,Petrol,Automatic,3,276145
2014,Ford,119145,13.48,1783,54.5,367.3,4,Electric,Manual,2,69130
2006,Kia,165070,25.51,2624,90.6,310.7,7,CNG,Automatic,1,151751
2014,Mahindra,2410,12.02,1653,68.9,278.8,6,Electric,Automatic,2,94086
2009,Renault,16659,27.76,2344,125.4,275.8,7,Diesel,Automatic,3,131341
2007,Hyundai,31029,17.76,2767,43.2,372.0,4,CNG,Manual,2,62125
2006,Renault,35851,14.69,1034,183.6,157.1,6,Diesel,Manual,3,224353
2015,Maruti,165856,27.07,1116,78.3,89.3,4,Diesel,Automatic,1,71084
1996,Kia,114060,22.87,1182,157.6,212.0,6,Diesel,Automatic,3,157935
2015,Maruti,46042,10.51,1856,196.6,250.3,7,CNG,Automatic,3,282998
2012,Renault,178558,29.39,1427,168.5,95.0,5,Electric,Manual,2,219658
2022,Honda,84380,29.6,969,185.6,142.2,7,CNG,Automatic,2,185887
1998,Toyota,127030,26.88,2847,153.2,229.9,5,Diesel,Automatic,2,139050
2004,Volkswagen,92581,26.66,1503,193.2,258.8,5,Electric,Automatic,3,247839
2005,Ford,156384,12.22,925,185.7,92.3,6,Petrol,Manual,3,185722
2015,Volkswagen,27681,11.96,1528,111.8,226.7,4,Electric,Manual,2,177792
2000,Honda,176648,11.22,1071,145.1,145.2,5,CNG,Manual,2,184910
2000,Kia,32288,16.42,866,194.7,377.0,7,Diesel,Manual,1,197533
2003,Honda,144536,14.26,1939,71.0,154.0,4,CNG,Automatic,2,79926
2014,Renault,73011,16.42,1163,141.7,214.4,7,Petrol,Manual,1,213961
2007,Renault,189594,23.15,931,65.4,321.7,5,Diesel,Automatic,1,109761
1999,Honda,163967,15.36,802,118.5,204.8,7,Petrol,Automatic,1,163011
2000,Honda,187182,19.71,1589,41.9,373.4,6,Diesel,Automatic,1,72426
1998,Volkswagen,107387,23.62,1482,115.9,97.9,4,Electric,Manual,1,159186
2000,Mahindra,169156,13.07,2957,102.9,179.2,4,Electric,Automatic,1,75307
2012,Renault,198751,29.83,2744,137.6,305.6,7,Diesel,Automatic,1,127088
2022,Tata,38035,27.36,2710,47.1,112.5,6,Petrol,Automatic,3,71556
2007,Mahindra,145693,24.72,2607,110.1,70.7,7,CNG,Automatic,2,111931
2017,Mahindra,109806,29.78,1456,61.8,271.3,5,CNG,Automatic,1,46948
1997,Tata,3308,11.7,2544,85.6,231.0,7,Petrol,Manual,2,68587
2004,Renault,36555,11.05,2729,163.0,202.7,6,Petrol,Manual,1,180547
1998,Tata,187848,15.14,1986,48.2,166.8,5,Diesel,Automatic,2,38457
2019,Ford,46686,16.72,1247,122.6,304.4,4,CNG,Automatic,1,147092
2009,Kia,131739,23.3,2598,121.3,168.2,6,Electric,Manual,3,197262
2006,Ford,134452,29.95,1034,142.0,362.7,5,CNG,Automatic,1,116990
2009,Kia,32391,28.16,2905,138.0,253.3,6,Petrol,Automatic,1,184930
2023,Volkswagen,2508,23.01,1293,166.6,307.3,5,Diesel,Manual,3,162114
2015,Maruti,103170,14.12,2917,111.4,268.3,6,Electric,Manual,2,126144
2019,Honda,84633,21.12,2992,116.4,388.0,5,CNG,Automatic,2,106394
2020,Tata,100265,25.05,2703,63.3,395.0,5,Petrol,Manual,3,39978
2023,Honda,75616,25.83,2044,177.0,79.5,7,Electric,Manual,2,247063
2020,Hyundai,167334,29.79,920,70.3,311.1,6,Diesel,Manual,3,119009
2004,Mahindra,16517,11.31,886,129.6,176.8,5,Electric,Automatic,1,153446
2006,Maruti,97813,28.85,1009,53.6,156.9,6,Electric,Automatic,1,47306
2020,Mahindra,132525,13.31,2218,143.4,98.3,4,Electric,Automatic,2,221747
2016,Renault,135706,22.71,2794,119.4,297.2,4,CNG,Manual,2,176718
2002,Kia,36130,23.43,2609,71.6,294.2,4,Electric,Manual,1,80604
2015,Volkswagen,41250,15.43,1240,179.9,132.8,7,Diesel,Automatic,1,173173
2015,Tata,196633,13.14,1448,61.3,166.8,7,Diesel,Automatic,2,82659
1997,Toyota,60135,16.23,2692,53.1,311.8,5,Diesel,Manual,3,30000
2001,Honda,94007,15.92,1707,143.2,74.7,4,Electric,Manual,1,201794
2012,Renault,90283,25.84,2649,74.5,151.6,4,Electric,Manual,2,134847
2021,Hyundai,88803,14.22,2877,185.2,367.6,5,Petrol,Manual,3,192047
2022,Renault,192155,24.58,1855,57.2,173.7,5,Petrol,Automatic,3,71712
1997,Ford,75230,12.99,1029,171.0,223.4,5,Petrol,Automatic,1,156281
2009,Hyundai,182055,18.05,911,161.1,331.2,7,Diesel,Automatic,1,168090
1996,Hyundai,104047,13.39,2457,95.2,198.9,5,Electric,Automatic,1,91784
2009,Hyundai,28481,28.55,1809,100.2,187.1,4,CNG,Manual,1,159129
2007,Maruti,175216,26.1,1423,142.3,155.2,5,Electric,Automatic,1,189716
2018,Ford,49376,10.35,1875,89.0,115.0,7,CNG,Automatic,3,65062
2014,Renault,74995,17.16,2256,199.5,316.0,7,CNG,Manual,3,212616
2004,Ford,148547,16.98,1536,157.4,253.0,6,Diesel,Automatic,3,182825
2018,Toyota,133804,19.56,2731,179.2,286.6,4,Diesel,Automatic,1,272812
2018,Kia,52436,14.36,1908,153.2,73.2,5,Petrol,Manual,1,216364
2018,Hyundai,8119,20.68,1785,121.6,288.3,4,Electric,Manual,1,134990
2018,Mahindra,101725,16.39,820,40.9,296.1,6,Diesel,Manual,1,93384
2002,Hyundai,107770,18.28,1762,50.7,322.3,7,Petrol,Manual,2,30000
2010,Honda,81470,18.31,2808,124.9,249.7,4,Petrol,Automatic,1,134613
2022,Hyundai,181743,25.97,1130,59.3,236.0,4,Electric,Manual,2,111378
2019,Renault,141901,22.15,1114,76.1,158.8,7,Petrol,Manual,2,90631
2010,Volkswagen,190457,16.72,2561,146.5,377.9,4,Electric,Manual,1,196095
1996,Tata,97793,26.32,1862,128.5,197.9,6,Diesel,Manual,1,175730
2003,Mahindra,167954,15.32,2749,78.4,355.2,7,Petrol,Manual,1,85671
2002,Mahindra,198017,13.54,2122,127.5,123.6,4,Electric,Automatic,3,119026
2005,Kia,147920,12.07,2686,98.7,350.0,5,Diesel,Manual,1,96562
2020,Hyundai,198645,23.6,1544,167.8,120.8,4,CNG,Automatic,3,213713
1995,Maruti,166756,15.62,2427,46.2,348.4,6,Diesel,Automatic,2,32255
2015,Tata,114798,18.2,2448,130.0,235.7,6,Diesel,Automatic,2,204659
2005,Renault,153920,28.37,1894,60.5,213.5,5,CNG,Manual,2,76284
2012,Renault,2793,19.25,2464,115.4,348.2,5,CNG,Manual,1,170214
2020,Tata,70829,14.61,2630,80.9,206.6,7,Petrol,Manual,3,114629
2015,Honda,126111,24.47,996,83.3,112.1,5,Diesel,Automatic,3,53333
2023,Honda,119777,24.98,2343,117.9,92.1,6,CNG,Automatic,1,183412
2009,Hyundai,43698,29.81,2570,52.5,191.1,5,Diesel,Automatic,1,67916
2018,Hyundai,103257,12.31,1915,166.0,227.7,4,Diesel,Manual,3,214683
2003,Hyundai,88046,15.59,2634,65.7,125.3,7,Diesel,Manual,2,104251
2003,Ford,2247,14.04,946,44.4,227.1,5,CNG,Manual,1,60668
1995,Volkswagen,189839,21.12,958,104.7,72.8,4,Petrol,Manual,2,143556
2001,Kia,199554,28.67,1082,157.1,212.0,7,Petrol,Automatic,2,140234
2006,Volkswagen,23476,21.31,1015,64.8,91.7,5,CNG,Manual,1,98163
2021,Ford,21620,14.96,1069,117.1,190.0,5,Diesel,Manual,3,190016
2018,Renault,163167,17.92,2424,49.4,219.0,6,CNG,Automatic,3,41842
2004,Mahindra,24107,25.46,2578,115.5,76.4,5,Petrol,Manual,2,143925
2013,Hyundai,18689,20.19,1908,174.8,77.0,4,CNG,Automatic,1,242470
2023,Renault,175166,14.18,1797,113.1,354.7,5,Diesel,Automatic,1,178724
2010,Mahindra,27387,23.93,1528,40.8,287.3,5,Electric,Manual,1,37706
2000,Kia,123205,23.96,1914,104.2,367.8,6,Petrol,Manual,1,131805
2005,Tata,164800,29.21,1115,91.5,141.6,4,CNG,Automatic,1,115668
2013,Ford,29856,27.07,2161,148.9,323.1,7,Diesel,Manual,3,198494
2019,Maruti,186242,26.95,2542,129.2,75.3,5,Petrol,Automatic,3,183772
2023,Renault,46759,28.04,2832,133.4,343.8,7,Petrol,Automatic,1,211818
2013,Ford,170167,22.5,1606,120.4,235.6,4,Electric,Automatic,3,171214
2012,Ford,113131,19.56,2225,59.4,67.9,7,Electric,Automatic,2,85807
2019,Ford,173232,10.96,1079,57.4,281.3,6,Diesel,Automatic,1,59560
2009,Ford,64302,17.89,1715,134.1,74.2,4,Diesel,Manual,3,113676
2021,Maruti,169622,20.0,1161,189.5,282.8,7,Electric,Manual,2,225001
2023,Kia,23803,28.87,1120,166.0,179.3,4,CNG,Automatic,1,177403
2010,Ford,142864,20.87,1888,160.7,198.4,7,Diesel,Manual,2,218960
2008,Ford,1956,21.9,1036,88.8,364.9,6,Diesel,Automatic,3,111839
2002,Maruti,157767,22.66,2463,175.1,317.1,6,Diesel,Manual,2,246859
2002,Tata,191528,28.43,1786,133.4,326.9,4,Petrol,Automatic,2,106388
1996,Volkswagen,166192,17.89,2168,161.0,302.7,7,Diesel,Manual,3,192853
2000,Renault,128271,28.3,1735,139.3,331.5,7,Electric,Manual,1,171351
2007,Mahindra,157370,21.62,1341,146.8,160.5,4,Petrol,Automatic,1,136416
2007,Maruti,3215,11.12,1441,46.5,385.6,4,Petrol,Automatic,3,30000
2015,Mahindra,189001,18.07,2325,107.1,88.4,5,Petrol,Manual,1,83138
2006,Hyundai,190237,11.74,2535,109.2,179.5,7,Diesel,Manual,3,99442
1996,Hyundai,18889,14.2,2780,76.1,346.0,4,Electric,Automatic,3,111904
2015,Toyota,86398,17.24,2050,162.0,192.2,6,Petrol,Automatic,3,192202
2014,Toyota,187816,29.23,1749,92.3,137.3,7,Petrol,Manual,1,145378
2019,Volkswagen,186763,21.75,1501,98.9,334.6,4,Diesel,Manual,3,139754
2006,Ford,121534,29.67,1915,138.1,106.5,6,Electric,Automatic,3,170210
2011,Kia,183079,16.13,2286,77.2,268.0,7,CNG,Manual,3,121981
2000,Hyundai,34116,23.37,1429,42.2,223.6,5,CNG,Manual,1,86411
2001,Renault,181910,20.95,1894,109.4,87.5,4,Diesel,Manual,1,141037
2022,Renault,125073,17.82,1177,147.0,225.1,7,Diesel,Automatic,1,216176
2000,Renault,142210,28.16,932,167.3,165.6,4,Diesel,Manual,2,158964
2015,Kia,99650,19.4,2419,124.9,387.3,5,Electric,Manual,2,189224
2022,Kia,53886,17.86,2392,175.6,331.6,6,Petrol,Manual,3,261363
1998,Volkswagen,98110,14.83,1229,185.2,219.7,6,CNG,Automatic,1,260947
2015,Ford,79150,24.85,1318,120.8,190.8,5,Electric,Automatic,2,151555
2003,Mahindra,14652,22.25,2545,102.5,361.5,7,CNG,Automatic,3,155076
1999,Ford,141662,14.84,1223,66.6,376.0,7,Electric,Manual,3,30000
2004,Ford,152251,26.41,1137,126.2,394.2,4,Petrol,Manual,3,160652
2009,Volkswagen,192483,28.97,1485,50.7,160.6,4,Electric,Manual,2,30000
2002,Volkswagen,20831,23.78,866,168.2,85.3,4,Diesel,Automatic,3,164759
2017,Ford,57998,18.44,2744,104.3,149.3,6,Petrol,Automatic,3,121684
1998,Renault,53661,25.83,1790,122.8,215.1,6,Petrol,Automatic,2,97787
2020,Hyundai,179731,21.08,2781,179.0,173.2,6,Diesel,Manual,2,218672
1999,Toyota,30381,10.56,1547,68.3,330.2,4,Diesel,Automatic,2,123697
2001,Kia,181817,23.09,1461,188.4,124.4,5,CNG,Automatic,3,257186
2000,Toyota,154989,25.2,1906,68.4,107.5,5,Electric,Manual,1,58087
2007,Hyundai,179951,15.79,1889,127.1,343.7,6,CNG,Manual,2,164953
2013,Ford,67421,15.95,1178,82.2,354.3,7,Petrol,Manual,3,57237
2004,Tata,83497,16.58,1112,54.4,196.1,6,Petrol,Manual,3,104452
2009,Toyota,97551,23.58,1264,159.6,335.2,4,CNG,Automatic,3,199957
1997,Renault,167765,14.46,2387,182.6,284.0,5,Petrol,Automatic,1,252789
2012,Tata,37798,24.19,846,67.1,368.6,6,Electric,Automatic,1,32044
2008,Renault,44987,12.29,2036,173.9,347.3,7,Petrol,Automatic,1,198487
1997,Toyota,93795,20.28,2469,47.7,376.4,7,Diesel,Manual,3,43581
2005,Hyundai,18577,25.11,1588,97.6,359.1,5,Electric,Manual,3,159939
2004,Tata,159583,23.35,996,177.6,139.8,4,CNG,Automatic,3,192991
2023,Kia,24756,22.46,1946,55.5,105.5,4,Diesel,Automatic,2,90961
2011,Kia,72525,24.65,1320,171.6,236.4,6,CNG,Manual,3,155527
2007,Kia,141743,12.43,1276,40.7,122.9,4,Electric,Automatic,1,93475
2019,Honda,20033,20.59,1947,178.5,276.5,6,Diesel,Manual,1,201682
1996,Honda,38320,26.47,2661,103.5,355.9,4,Petrol,Manual,2,158255
2022,Volkswagen,39875,18.77,1286,116.4,65.5,7,Diesel,Manual,2,115972
2007,Honda,37486,14.59,957,84.1,201.4,7,Petrol,Manual,3,122450
2013,Mahindra,120808,11.84,1460,60.8,138.1,4,CNG,Manual,1,97756
1999,Mahindra,191560,26.88,2194,176.7,139.0,7,Diesel,Automatic,2,235009
2010,Mahindra,28660,28.78,1718,152.6,351.2,5,Diesel,Automatic,1,165930
2004,Renault,176073,22.54,1939,68.1,383.7,7,CNG,Manual,3,80337
2006,Volkswagen,20594,10.15,2460,161.3,246.3,6,Diesel,Manual,1,181880
2014,Renault,30166,10.93,1745,180.0,283.1,5,Electric,Manual,2,184348
2007,Renault,36055,13.44,1868,164.4,255.6,4,Petrol,Automatic,2,150642
2015,Kia,144836,10.22,1459,55.7,226.9,6,Electric,Automatic,3,105998
2010,Volkswagen,88535,20.38,2723,41.8,161.1,5,CNG,Manual,2,40625
2016,Tata,157922,15.55,2622,99.9,233.3,4,Petrol,Automatic,2,167527
2015,Hyundai,35778,13.72,1976,59.8,319.9,7,CNG,Manual,2,61812
2020,Kia,11456,18.04,1766,58.9,78.0,6,Diesel,Manual,1,86596
1995,Tata,174678,13.24,2418,176.3,85.2,6,Electric,Manual,2,193334
2016,Maruti,93263,21.77,2534,149.7,69.1,5,CNG,Manual,1,202420
2003,Mahindra,195098,11.55,1246,111.2,394.4,4,CNG,Manual,1,158398
2010,Ford,183142,15.01,1439,95.9,176.7,7,Diesel,Automatic,1,156873
2013,Maruti,176501,11.8,1791,68.8,258.7,6,Diesel,Automatic,3,102494
2009,Ford,36853,27.96,1597,168.7,354.7,5,Petrol,Automatic,3,207401
2012,Mahindra,142037,16.29,1954,122.3,375.7,5,Electric,Manual,3,193550
2016,Mahindra,33680,25.09,2876,193.8,225.4,5,CNG,Manual,1,264617
2006,Hyundai,190591,12.58,1867,41.4,308.7,4,Diesel,Automatic,1,55535
2008,Toyota,130924,25.49,2416,101.6,241.6,4,CNG,Automatic,1,134303
1997,Kia,153865,19.69,2512,51.4,66.6,5,Petrol,Automatic,1,30000
1998,Hyundai,156295,24.9,1015,179.2,385.0,5,Diesel,Automatic,1,204740
2000,Kia,119107,19.76,1478,111.2,399.9,7,CNG,Automatic,2,105598
2010,Renault,160789,13.44,2440,133.3,390.8,5,CNG,Manual,2,202584
2022,Toyota,126388,12.59,2079,151.5,189.4,6,Diesel,Automatic,1,216185
2007,Hyundai,116727,14.43,1701,88.5,200.0,4,Petrol,Automatic,3,141015
2006,Tata,94780,19.29,2102,135.8,105.1,4,CNG,Manual,3,126532
2016,Ford,161789,19.88,2369,148.1,262.0,6,Electric,Automatic,3,206995
2006,Hyundai,21694,19.8,2504,75.5,85.2,5,Diesel,Manual,3,72023
1996,Renault,24327,22.04,899,182.0,183.2,6,CNG,Manual,3,189829
2023,Kia,83088,12.38,2268,136.9,76.9,7,Electric,Automatic,2,150553
2007,Mahindra,180094,27.15,1460,59.5,78.5,7,Electric,Automatic,3,65588
1997,Tata,179082,27.27,1040,84.3,172.1,6,Electric,Automatic,3,85348
2007,Tata,48192,22.42,1675,125.7,134.3,4,Petrol,Manual,2,151612
2019,Volkswagen,111830,26.41,2593,89.7,285.5,6,Electric,Automatic,2,81688
1996,Hyundai,139154,13.95,1741,148.3,110.5,7,Diesel,Manual,1,132563
2013,Maruti,199461,19.95,1877,109.7,83.4,4,Diesel,Automatic,3,81661
2003,Mahindra,109588,12.64,2270,133.3,289.6,7,Electric,Automatic,3,137469
2014,Tata,71396,21.29,1538,106.4,381.1,6,Petrol,Automatic,2,117649
1995,Maruti,50245,29.67,1921,140.4,179.2,7,Electric,Manual,2,125882
2021,Renault,55712,13.86,2776,100.1,333.9,5,Petrol,Automatic,3,120122
2007,Mahindra,71365,13.84,2190,116.4,339.0,6,Petrol,Manual,1,183694
1996,Mahindra,83114,26.26,2753,56.3,111.5,5,CNG,Manual,1,88598
2009,Renault,161255,18.08,1598,183.8,125.1,4,Diesel,Manual,2,221693
2013,Renault,124318,15.33,1198,109.5,182.2,7,Electric,Manual,2,129870
2019,Kia,198278,14.11,2272,95.5,237.7,7,Petrol,Automatic,3,106362
2019,Toyota,114891,21.43,1918,88.5,231.0,4,Petrol,Manual,2,127816
2010,Honda,98785,20.53,2088,144.1,384.6,4,Diesel,Manual,1,142934
2005,Volkswagen,158109,28.35,1646,159.6,265.4,4,Petrol,Automatic,1,158202
2009,Hyundai,69757,19.53,2981,158.6,127.8,5,Electric,Automatic,2,243743
2000,Maruti,152950,21.73,2848,136.5,108.9,4,CNG,Automatic,2,133978
2008,Volkswagen,183961,19.65,883,125.5,127.4,6,Petrol,Manual,1,183983
2021,Mahindra,128511,27.09,1020,171.7,71.4,5,Electric,Manual,2,161437
2000,Tata,10968,12.44,2351,73.4,136.9,5,CNG,Manual,1,88741
2013,Renault,147471,18.67,1488,113.5,312.0,6,Diesel,Manual,1,125176
1999,Tata,21343,27.36,1212,74.7,303.7,5,CNG,Manual,2,59141
2005,Hyundai,182168,10.77,2343,95.5,250.0,6,CNG,Automatic,1,97461
1998,Renault,181960,25.07,2820,95.4,128.8,7,Electric,Manual,2,111287
2020,Mahindra,122158,15.21,2271,121.4,127.5,5,Petrol,Automatic,2,142134
2020,Honda,89803,25.54,1225,177.7,152.0,4,Diesel,Automatic,2,177690
2022,Tata,76633,21.84,1964,103.8,257.9,4,Electric,Automatic,1,102716
2003,Tata,191856,18.11,2577,182.0,269.1,5,CNG,Manual,3,168128
2003,Honda,58825,25.69,1321,163.9,231.4,6,Electric,Automatic,1,231948
2011,Ford,57746,14.81,1942,198.2,181.9,5,Diesel,Automatic,3,221225
2002,Ford,16933,18.09,1867,188.0,325.1,7,Petrol,Manual,3,218710
2009,Ford,148219,12.51,2269,70.5,233.8,7,Diesel,Manual,1,66576
2003,Renault,157306,13.63,2875,136.2,304.3,7,Electric,Automatic,3,178920
1999,Ford,40135,20.18,1564,122.6,74.4,4,Petrol,Automatic,1,95912
1998,Toyota,3929,14.87,1913,59.5,144.1,6,Diesel,Automatic,1,82843
2020,Mahindra,92894,12.9,2012,63.6,113.7,5,CNG,Manual,1,78638
2014,Toyota,126460,18.69,1802,93.4,121.4,4,Electric,Automatic,1,88739
2012,Hyundai,90561,13.49,2186,198.9,301.1,7,Diesel,Manual,3,227713
2003,Ford,154352,27.62,1586,94.7,212.0,7,Electric,Manual,3,129648
2015,Honda,13131,27.75,1278,152.0,289.4,6,Diesel,Manual,3,170863
2021,Maruti,44068,28.16,1712,81.7,95.8,4,Petrol,Automatic,2,119446
1997,Maruti,77065,29.23,2452,168.5,292.7,5,Petrol,Automatic,2,155104
2016,Kia,20563,14.94,2459,151.0,64.7,7,CNG,Automatic,1,218436
2003,Honda,8365,21.32,1005,119.2,140.9,4,Petrol,Manual,1,141011
2003,Ford,181640,15.92,1727,124.7,95.8,7,Diesel,Manual,2,104175
2022,Kia,130486,13.5,1200,51.0,231.4,7,CNG,Manual,3,80047
2023,Ford,122681,15.44,1177,107.9,209.1,7,CNG,Manual,3,93452
2015,Renault,69694,16.48,2980,177.1,170.4,7,CNG,Automatic,1,245609
2018,Tata,158242,19.2,2080,52.3,254.9,7,Diesel,Manual,2,53591
1998,Honda,183598,12.98,2294,168.8,64.4,6,Petrol,Manual,1,150728
2015,Maruti,187829,11.49,1280,194.1,67.1,6,Electric,Automatic,1,236753
2001,Volkswagen,182300,17.78,2864,144.6,319.7,6,Diesel,Automatic,3,164932
2001,Renault,67815,21.4,1443,178.2,60.1,6,Petrol,Manual,3,254801
2023,Tata,112969,26.27,2485,78.7,399.9,6,Petrol,Automatic,2,82546
2017,Hyundai,160019,19.94,2894,158.1,136.2,7,Diesel,Automatic,2,213050
2002,Volkswagen,173956,23.95,2757,115.6,84.2,6,Petrol,Manual,2,126868
2021,Renault,125038,27.24,2894,77.8,310.8,6,Petrol,Manual,3,142295
2015,Toyota,90949,23.53,2860,198.3,105.8,7,CNG,Manual,1,218693
1995,Volkswagen,62421,13.6,1259,99.4,158.1,6,Diesel,Automatic,3,121566
2021,Kia,83521,22.82,1918,53.8,237.6,6,Diesel,Manual,2,67404
2003,Kia,120492,29.61,2254,71.1,376.9,5,CNG,Automatic,3,44999
2019,Kia,56128,26.33,1947,67.1,82.1,5,Electric,Manual,2,84019
2017,Toyota,153157,20.94,1271,126.7,329.2,7,CNG,Automatic,1,166782
2006,Tata,164312,27.73,2840,85.3,287.2,5,Petrol,Manual,1,107666
2000,Toyota,4602,11.07,1253,88.6,229.6,7,Petrol,Manual,1,147142
2007,Volkswagen,144389,25.6,1845,166.2,111.4,5,Electric,Manual,1,153503
2023,Volkswagen,41199,22.71,2540,62.1,169.8,5,Electric,Manual,3,38429
1999,Mahindra,96317,13.62,1768,83.7,350.5,6,Electric,Automatic,3,69785
2015,Ford,199621,25.61,941,188.1,142.8,7,CNG,Manual,2,257482
2013,Ford,47353,28.69,2423,80.6,108.6,4,Diesel,Automatic,3,87844
2020,Volkswagen,141246,25.1,1656,51.5,267.9,7,CNG,Automatic,2,50102
1995,Tata,161571,24.01,2024,84.3,293.1,7,Electric,Manual,2,141184
2016,Volkswagen,29759,24.99,1762,111.8,355.9,6,Electric,Automatic,2,147640
2018,Toyota,71443,12.24,1009,121.6,97.8,5,Diesel,Automatic,1,190069
2012,Mahindra,182355,27.85,2385,91.5,398.3,4,CNG,Manual,2,134055
2002,Mahindra,104475,22.52,1425,43.5,338.6,6,Diesel,Manual,1,79801
2018,Kia,51541,15.74,1724,70.3,159.0,7,CNG,Automatic,1,74729
2020,Tata,189367,11.48,1623,122.7,66.5,4,Petrol,Automatic,2,145395
2002,Toyota,3567,25.22,971,141.6,82.5,6,CNG,Automatic,2,192153
2020,Tata,120180,23.13,2687,77.8,78.8,7,Electric,Automatic,1,148742
2009,Ford,135057,23.29,1489,103.3,60.4,5,CNG,Manual,1,113094
2013,Ford,174901,19.24,910,41.6,249.0,5,Petrol,Automatic,1,82969
2004,Volkswagen,184059,27.22,1632,192.5,270.0,6,CNG,Automatic,1,245033
2018,Honda,193223,28.04,1960,59.3,315.1,7,Diesel,Automatic,2,95164
2010,Tata,79663,21.26,2816,49.8,232.7,7,Diesel,Automatic,1,58206
2005,Ford,70441,25.82,1855,194.5,377.2,4,Diesel,Manual,3,216066
2006,Maruti,38859,25.77,925,121.7,329.2,6,CNG,Manual,1,146433
2010,Toyota,60990,23.59,2711,197.9,371.6,4,CNG,Manual,1,280163
2010,Ford,139032,17.82,1903,150.6,120.9,4,Electric,Automatic,3,227643
2022,Volkswagen,145731,17.83,1867,188.0,70.4,6,CNG,Manual,1,223194
2014,Maruti,133804,14.3,1028,77.1,364.8,7,CNG,Manual,2,111875
1997,Renault,74088,10.73,968,70.5,338.4,5,CNG,Automatic,1,30000
2021,Tata,105626,17.28,2156,74.4,331.1,4,Petrol,Manual,3,144644
2003,Tata,104765,23.19,2469,166.4,372.8,5,Diesel,Automatic,1,164469
2002,Honda,90286,18.1,2930,109.2,227.1,7,CNG,Manual,3,147281
2004,Tata,144925,22.55,2894,185.9,172.0,5,Diesel,Manual,1,184484
2023,Toyota,89022,26.51,1930,140.1,216.7,4,CNG,Manual,2,219394
2007,Kia,175807,21.02,2435,130.3,310.2,5,Diesel,Automatic,2,157977
2012,Toyota,77825,18.06,2175,106.7,62.6,5,CNG,Automatic,1,168056
2007,Tata,143157,10.71,2165,146.0,73.2,6,Petrol,Manual,3,144700
2007,Tata,56770,17.73,1402,82.8,374.4,6,CNG,Automatic,1,71441
2009,Maruti,188157,22.28,1703,130.9,144.0,5,CNG,Manual,2,161057
2007,Toyota,72856,27.43,2374,82.3,232.6,7,Diesel,Manual,3,143930
2010,Kia,118165,15.76,2276,175.0,201.2,7,Diesel,Automatic,3,199826
2002,Volkswagen,122827,17.33,2881,118.1,118.0,4,Petrol,Manual,2,124639
2021,Tata,23672,17.93,1826,61.5,156.1,5,Petrol,Manual,3,86693
2021,Toyota,69189,25.67,2996,98.7,162.8,5,Electric,Manual,1,96233
2013,Ford,146876,24.07,1082,111.9,182.0,6,CNG,Manual,2,142925
2004,Volkswagen,166511,11.96,2951,152.9,283.0,7,CNG,Manual,2,216248
2006,Ford,177316,16.05,2344,95.0,112.5,4,Diesel,Manual,2,155360
2008,Mahindra,31465,28.01,2805,49.7,201.4,6,CNG,Automatic,1,30196
2000,Toyota,42007,24.49,2952,110.1,180.7,6,Diesel,Manual,1,137655
2015,Toyota,20188,26.63,2077,49.4,179.8,4,Diesel,Automatic,2,39587
2018,Ford,151332,22.72,2583,91.3,270.3,4,CNG,Automatic,3,143256
2003,Tata,164340,26.49,2770,132.3,199.3,4,Electric,Manual,1,117806
2021,Toyota,50564,24.89,1094,129.6,354.3,7,CNG,Automatic,2,170228
2001,Honda,199718,25.19,2983,70.7,396.0,6,CNG,Automatic,1,114597
2000,Hyundai,147274,19.5,1465,147.8,273.0,6,Electric,Manual,2,217806
2016,Toyota,71365,21.8,2752,44.3,215.9,4,Diesel,Automatic,2,97805
1995,Ford,25109,23.36,844,63.3,130.4,6,Electric,Automatic,3,31003
2015,Hyundai,42377,12.49,2131,70.3,92.2,5,Petrol,Manual,2,39680
2008,Kia,183611,28.1,2765,195.1,369.0,6,Diesel,Manual,1,275661
